0.56288,0.53977,0.54828,0.54301,0.43136,0.41546,0.66711,0.4912,0.68268,0.32693,0.50053,0.50279,0.61669,0.81529,0.31262,0.46855,0.61385,0.6259,0.32525,0.93123,0.60537,0.62486,0.41897,0.48305
0.55181,0.51282,0.56269,0.52842,0.43413,0.36533,0.67596,0.43189,0.73709,0.35529,0.52941,0.4848,0.58042,0.84002,0.29065,0.47523,0.73581,0.47991,0.35179,0.88115,0.49967,0.38779,0.74145,0.67662
0.55744,0.53748,0.57576,0.54091,0.47552,0.38982,0.70939,0.52418,0.71802,0.30845,0.57005,0.48956,0.58176,0.84636,0.42762,0.5823,0.70091,0.53492,0.3417,0.86896,0.58925,0.41482,0.70496,0.38959
0.53085,0.5256,0.59815,0.52199,0.52912,0.40967,0.68192,0.49739,0.68797,0.31509,0.58924,0.49108,0.59935,0.73118,0.32299,0.60033,0.71344,0.48152,0.38917,0.95048,0.48562,0.59442,0.73071,0.61632
0.57857,0.54713,0.55909,0.53638,0.52372,0.34622,0.68203,0.44653,0.74269,0.33609,0.53062,0.48282,0.55172,0.80451,0.2023,0.46553,0.6786,0.39821,0.52312,0.93025,0.64941,0.3927,0.63601,0.51167
0.54986,0.52119,0.57847,0.54317,0.53202,0.42686,0.64553,0.51712,0.69032,0.31211,0.53663,0.53428,0.58868,0.85353,0.27232,0.61912,0.71061,0.52156,0.48744,0.91232,0.51921,0.3867,0.76274,0.38067
0.57982,0.57494,0.59368,0.54347,0.48516,0.35337,0.71679,0.53468,0.73082,0.29869,0.54252,0.43388,0.58945,0.74438,0.23448,0.49171,0.65675,0.39751,0.45785,0.8891,0.64307,0.54359,0.62815,0.32883
0.56745,0.57323,0.56274,0.56615,0.44754,0.40438,0.69916,0.43416,0.68926,0.29566,0.55183,0.52355,0.58112,0.82056,0.37339,0.44974,0.69641,0.47908,0.5522,0.83334,0.58722,0.468,0.56185,0.6065
0.5681,0.55414,0.58771,0.58452,0.43733,0.40777,0.66085,0.44052,0.71528,0.31437,0.52534,0.50364,0.62506,0.75049,0.36979,0.54962,0.74946,0.60347,0.35618,0.90602,0.61588,0.49993,0.71453,0.41598
0.53791,0.51713,0.59153,0.5264,0.47768,0.39159,0.71302,0.48579,0.6995,0.33268,0.56114,0.48816,0.58145,0.71789,0.34927,0.51205,0.57303,0.58173,0.35212,0.88572,0.64112,0.45014,0.66466,0.46496
0.57614,0.51907,0.602,0.58757,0.47628,0.4236,0.69022,0.4449,0.68521,0.31079,0.56208,0.5215,0.62709,0.74533,0.3352,0.47004,0.58791,0.40924,0.48166,0.89198,0.52198,0.48738,0.44489,0.33689
0.53071,0.5505,0.5893,0.56981,0.52426,0.43246,0.70533,0.49775,0.73898,0.32512,0.46936,0.44461,0.63459,0.77232,0.41922,0.49918,0.68538,0.54686,0.28947,0.90617,0.56329,0.36517,0.57254,0.38874
0.53218,0.51735,0.55805,0.56239,0.48383,0.34834,0.71887,0.51598,0.72492,0.28237,0.57624,0.53337,0.64715,0.83333,0.40319,0.57333,0.60248,0.48237,0.31977,0.83687,0.70125,0.43424,0.50011,0.44168
0.53698,0.53225,0.55111,0.55562,0.45351,0.35951,0.65857,0.53784,0.72031,0.31588,0.58279,0.44277,0.6225,0.81335,0.34272,0.49303,0.69532,0.45487,0.31982,0.85844,0.69067,0.37119,0.48031,0.33643
0.54759,0.52776,0.59469,0.5207,0.41686,0.40403,0.69151,0.49089,0.72432,0.33564,0.56622,0.46284,0.61703,0.78411,0.29802,0.46313,0.7358,0.46536,0.46062,0.92119,0.50167,0.38667,0.59493,0.49909
0.54947,0.53291,0.59082,0.56082,0.51133,0.37688,0.65833,0.43647,0.72743,0.29414,0.51641,0.49162,0.5692,0.79799,0.3218,0.48514,0.73618,0.39929,0.36736,0.86138,0.60359,0.37669,0.54109,0.35569
0.52911,0.52925,0.59636,0.56754,0.42667,0.3554,0.64884,0.4267,0.70169,0.33136,0.55881,0.48938,0.5568,0.79634,0.22503,0.48086,0.585,0.41084,0.32997,0.8565,0.55254,0.43839,0.471,0.4108
0.53586,0.55956,0.60258,0.54394,0.49809,0.37023,0.68543,0.52883,0.71456,0.30487,0.50512,0.4808,0.58918,0.75202,0.34176,0.62923,0.65707,0.49095,0.31707,0.8361,0.54601,0.43869,0.63381,0.67692
0.57881,0.55891,0.55512,0.55584,0.45223,0.39304,0.67443,0.47715,0.6838,0.29825,0.46981,0.5322,0.61303,0.84532,0.23503,0.67279,0.739,0.53223,0.41074,0.86378,0.65647,0.41432,0.41375,0.60544
0.52684,0.53647,0.55916,0.56954,0.45791,0.41973,0.70243,0.49646,0.68351,0.35634,0.50083,0.5323,0.56866,0.75429,0.21448,0.60425,0.60315,0.3838,0.49489,0.87444,0.63462,0.45689,0.62397,0.32432
0.55983,0.55948,0.59593,0.55986,0.44366,0.37183,0.66518,0.44983,0.68802,0.32491,0.56771,0.47539,0.59102,0.82746,0.4063,0.59879,0.74583,0.56025,0.39621,0.90541,0.5554,0.45135,0.62127,0.51166
0.57698,0.55425,0.55986,0.54859,0.49181,0.40268,0.66753,0.46859,0.71588,0.31725,0.54102,0.46681,0.57495,0.81066,0.3741,0.64072,0.61598,0.45158,0.34913,0.89174,0.54728,0.56116,0.47666,0.39009
0.55139,0.56179,0.56332,0.56462,0.48689,0.40893,0.67721,0.50829,0.72386,0.3087,0.53498,0.52082,0.60056,0.75647,0.34753,0.5474,0.71164,0.49464,0.42705,0.90797,0.67159,0.45725,0.6605,0.56474
0.55849,0.5414,0.59501,0.54745,0.47014,0.41679,0.6574,0.52671,0.69207,0.32771,0.53787,0.49871,0.5876,0.78794,0.38207,0.49189,0.61244,0.59891,0.45855,0.87129,0.58081,0.41962,0.51881,0.4438
0.577,0.55559,0.57011,0.55612,0.51564,0.40185,0.70174,0.48215,0.70592,0.32184,0.51106,0.50409,0.59743,0.79082,0.29135,0.51132,0.67021,0.48508,0.48565,0.91474,0.62307,0.42173,0.45737,0.5197
0.56576,0.52848,0.58561,0.53465,0.46651,0.39891,0.70701,0.51334,0.7066,0.33265,0.52356,0.52029,0.63073,0.81441,0.30597,0.56271,0.63645,0.56352,0.50442,0.92529,0.6055,0.50684,0.48905,0.60512
0.5753,0.55196,0.55884,0.56208,0.46921,0.3851,0.66156,0.51364,0.69874,0.30449,0.51728,0.47693,0.60037,0.7816,0.30722,0.5535,0.67608,0.53993,0.51791,0.91015,0.58027,0.54945,0.48544,0.39419
