0.094533,0.66575,0.53405,0.65045,0.65597,0.42073,0.66567,0.32217,0.034354,0.63661,0.4352,0.67774,0.71686,0.74676,0.44618,0.53121,0.34043,0.42646,0.4429,0.60849,0.54103,0.29877,0.40137,0.30023
0.24346,0.90111,0.59059,0.65176,0.58246,0.3589,0.77542,0.35762,0.21651,0.58257,0.44997,0.40167,0.71904,0.6141,0.40798,0.40063,0.29521,0.49117,0.42751,0.56648,0.91499,0.43074,0.3935,0.35134
0.18195,0.89362,0.47554,0.75143,0.52346,0.40182,0.74827,0.15471,0.029597,0.57034,0.47332,0.64823,0.69563,0.70668,0.54823,0.35762,0.32851,0.1875,0.47659,0.46558,0.32911,0.36716,0.38563,0.33217
0.17379,0.55281,0.64502,0.65591,0.6774,0.65499,0.60209,0.18649,0.36794,0.59621,0.28626,0.4626,0.89426,0.76496,0.53712,0.60079,0.91848,0.88649,0.83642,0.73175,0.69976,0.60258,0.76282,0.74835
0.31571,0.50725,0.53654,0.65398,0.65008,0.63868,0.56951,0.30335,0.2386,0.60115,0.18373,0.3637,0.87324,0.72313,0.36785,0.62782,0.9367,0.84945,0.78316,0.85251,0.80932,0.6213,0.73134,0.75473
0.24235,0.59458,0.66047,0.59855,0.61998,0.6411,0.61734,0.28173,0.24262,0.61724,0.22983,0.34175,0.85411,0.69175,0.39034,0.50744,0.95856,0.8373,0.82491,0.85992,0.69749,0.58456,0.72347,0.72279
0.291,0.57941,0.51796,0.55715,0.66834,0.66344,0.59761,0.16356,0.40322,0.65279,0.21592,0.47967,0.7553,0.65383,0.47991,0.5732,0.91162,0.84786,0.84952,0.84119,0.72226,0.5764,0.77856,0.71002
0.26736,0.60302,0.59525,0.68899,0.59602,0.6548,0.63505,0.28985,0.23952,0.65909,0.23186,0.46742,0.8688,0.75159,0.42527,0.50696,0.85722,0.85608,0.79783,0.78491,0.75779,0.50508,0.73921,0.74196
0.23085,0.60698,0.56592,0.59557,0.56967,0.65168,0.58868,0.22066,0.35542,0.59086,0.22055,0.48496,0.88782,0.66398,0.38206,0.48801,0.84745,0.78823,0.8442,0.83282,0.75502,0.4866,0.73134,0.70363
0.2109,0.46799,0.61106,0.62146,0.69575,0.63792,0.60506,0.17109,0.30484,0.61346,0.31426,0.50463,0.82106,0.73789,0.4119,0.56106,0.94955,0.82215,0.81119,0.77216,0.74443,0.53488,0.73134,0.69724
0.27003,0.63207,0.58481,0.68152,0.58519,0.66589,0.59822,0.25865,0.22853,0.75748,0.31225,0.35445,0.85472,0.69043,0.45781,0.5391,0.89788,0.74108,0.80295,0.73226,0.80788,0.57043,0.75495,0.69085
0.31414,0.57943,0.55951,0.74038,0.5946,0.65062,0.60372,0.20991,0.25191,0.58324,0.24286,0.36723,0.89349,0.69631,0.51151,0.59499,0.91719,0.74033,0.8753,0.76731,0.808,0.50428,0.80217,0.69085
0.24141,0.47061,0.62954,0.73881,0.57364,0.66517,0.55342,0.25934,0.39391,0.69635,0.34122,0.51021,0.87421,0.66563,0.39801,0.50297,0.85166,0.72673,0.84016,0.86386,0.73122,0.53303,0.7943,0.72279
0.21455,0.49674,0.52356,0.60276,0.66152,0.65723,0.61133,0.147,0.40707,0.78262,0.31698,0.33894,0.82635,0.74037,0.49112,0.51,0.8798,0.83684,0.82584,0.81862,0.71532,0.49711,0.75495,0.75473
0.30202,0.55032,0.64401,0.56849,0.61671,0.66456,0.6305,0.26429,0.3573,0.65394,0.35195,0.35537,0.89442,0.73274,0.50998,0.539,0.93932,0.86839,0.80986,0.80839,0.81535,0.55437,0.73921,0.73557
0.31181,0.50949,0.61841,0.56853,0.67627,0.62455,0.60228,0.20639,0.39901,0.68961,0.25737,0.50582,0.82151,0.70674,0.5337,0.47967,0.96695,0.74273,0.84539,0.81328,0.7744,0.5254,0.77856,0.74835
0.13577,0.51392,0.51111,0.58008,0.66073,0.65413,0.6271,0.24244,0.23608,0.78271,0.32321,0.3876,0.85831,0.77737,0.4886,0.61245,0.90013,0.79747,0.83442,0.76785,0.78435,0.54738,0.75495,0.73557
0.23823,0.52765,0.6507,0.70689,0.67792,0.63642,0.6027,0.29079,0.42706,0.7262,0.19744,0.46118,0.76722,0.7011,0.47973,0.62824,0.94689,0.80018,0.85462,0.78903,0.81436,0.62185,0.7943,0.74835
0.20941,0.55277,0.61274,0.70785,0.64599,0.64668,0.57981,0.22144,0.37843,0.77419,0.30636,0.33413,0.88364,0.7053,0.43804,0.49212,0.94735,0.76912,0.80201,0.77839,0.73408,0.55394,0.77069,0.72279
0.19638,0.53919,0.58093,0.55519,0.68307,0.6208,0.58925,0.28314,0.30776,0.71398,0.32708,0.50766,0.93315,0.67261,0.40543,0.62226,0.91995,0.80393,0.83979,0.84664,0.75511,0.50094,0.77856,0.69724
0.20939,0.57137,0.57585,0.55105,0.5952,0.65984,0.5532,0.28932,0.23771,0.72633,0.25961,0.37401,0.86371,0.66356,0.4805,0.57255,0.85342,0.71689,0.79234,0.73213,0.74209,0.59789,0.80217,0.72918
0.22053,0.64158,0.60664,0.63137,0.67667,0.64454,0.59933,0.25871,0.30171,0.63083,0.27629,0.50379,0.83187,0.6623,0.43914,0.52265,0.89618,0.86803,0.81823,0.78518,0.73202,0.49143,0.73921,0.72279
0.20634,0.55795,0.54538,0.55465,0.62289,0.62634,0.5541,0.30448,0.31574,0.79134,0.31517,0.33188,0.88466,0.74058,0.47576,0.56467,0.87349,0.85616,0.80013,0.78242,0.80347,0.60161,0.73134,0.75473
0.32927,0.61693,0.61798,0.57614,0.61276,0.6271,0.55196,0.1981,0.37529,0.7166,0.26869,0.41822,0.80882,0.71363,0.49695,0.59969,0.91781,0.85136,0.84316,0.74696,0.75141,0.52328,0.75495,0.72918
